robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
24000,-0.000000,-0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
24100,-0.000000,-0.000000,2,-0.162918,0.192946,0.725103,3,0.539991,0.136934,0.514613
24200,-0.000000,-0.000000,2,-0.168557,0.194270,0.735976,3,0.539991,0.136934,0.514613
24300,-0.000000,-0.000000,2,-0.177940,0.192180,0.734849,3,0.531642,0.134776,0.508435
24400,0.000000,0.000000,2,-0.198706,0.194056,0.749816,3,0.531642,0.134776,0.508435
24500,0.000000,0.000000,3,0.531642,0.134776,0.508435,2,-9999.000000,-9999.000000,-9999.000000
24600,-0.000000,-0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
24700,-0.000000,-0.000000,2,-0.275180,0.201040,0.796679,3,0.539991,0.136934,0.514613
24800,-0.000000,-0.000000,2,-0.306815,0.206510,0.822874,3,0.531642,0.134776,0.508435
24900,0.000000,0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
25000,0.000000,0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
25100,-0.000000,-0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
25200,-0.000000,-0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
25300,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
25400,0.000000,0.000000,2,-0.474642,0.214857,0.877926,3,0.539991,0.136934,0.514613
25500,-0.000000,-0.000000,2,-0.495623,0.222092,0.903132,3,0.539991,0.136934,0.514613
25600,-0.000000,-0.000000,2,-0.483257,0.219213,0.883258,3,0.531642,0.134776,0.508435
25700,-0.000000,-0.000000,2,-0.475280,0.214969,0.868836,3,0.539991,0.136934,0.514613
25800,0.000000,0.000000,2,-0.483257,0.219213,0.883258,3,0.539991,0.136934,0.514613
25900,0.000000,0.000000,2,-0.483257,0.219213,0.883258,3,0.531642,0.134776,0.508435
26000,0.000000,0.000000,2,-0.475280,0.214969,0.868836,3,0.539991,0.136934,0.514613
26100,-0.000000,-0.000000,2,-0.469251,0.213978,0.866494,3,0.531642,0.134776,0.508435
26200,-0.000000,-0.000000,2,-0.464433,0.217163,0.870274,3,0.539991,0.136934,0.514613
26300,0.000000,0.000000,2,-0.440587,0.213982,0.853593,3,0.531642,0.134776,0.508435
26400,0.000000,0.000000,2,-0.415708,0.211448,0.841554,3,0.539991,0.136934,0.514613
26500,0.000000,0.000000,2,-0.389350,0.207726,0.823348,3,0.539991,0.136934,0.514613
26600,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
26700,-0.000000,-0.000000,2,-0.347273,0.205487,0.812955,3,0.539991,0.136934,0.514613
26800,-0.000000,-0.000000,2,-0.304324,0.201723,0.786946,3,0.539991,0.136934,0.514613
26900,-0.000000,-0.000000,2,-0.281506,0.202024,0.780842,3,0.539991,0.136934,0.514613
27000,-0.000000,-0.000000,2,-0.244553,0.197998,0.754250,3,0.539991,0.136934,0.514613
27100,-0.000000,-0.000000,2,-0.233666,0.197972,0.756535,3,0.539991,0.136934,0.514613
27200,-0.000000,-0.000000,2,-0.218808,0.196050,0.744940,3,0.539991,0.136934,0.514613
27300,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
27400,-0.000000,-0.000000,2,-0.186666,0.192513,0.719578,3,0.539991,0.136934,0.514613
27500,0.000000,0.000000,2,-0.197066,0.193049,0.730641,3,0.539991,0.136934,0.514613
27600,0.000000,0.000000,2,-0.223858,0.197593,0.752449,3,0.531642,0.134776,0.508435
